光摩棒	朋鑫國際股份有限公司/	台北市	05  5 2013 12:00AM			05  5 2013 12:00AM	平面媒體	with時尚國際中文版	輔導結案	
正品美國籃球護具LP運動護具LP護膝LP733彈簧膝關節束帶	李美娟 君/				非藥商刊登或宣播藥物廣告	05 12 2014 12:00AM	網路	YAHOO奇摩拍賣網站	未違規結案	
HITACHI Hada CRie CM-N2000美顏美容機	富宏開發貿易有限公司/				無照藥商	03  3 2014 12:00AM	網路	樂天市場網站	未違規結案	
♥真愛♥純日貨　日本防水液体絆創膏ekibanA	羅偉誠/				無照藥商	04 29 2014 12:00AM	網路	露天拍賣	未違規結案	
「PMX 敗血症過濾器（衛署醫器輸字第021790號）」	杏昌生技股份有限公司/		07 31 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	07 16 2014 12:00AM	網路	杏昌生技股份有限公司	輔導結案	
「"TORAY"井上汽球式心導管套（INOUE-BALLOON CATHETER）（衛署醫器輸字第007687號）	杏昌生技股份有限公司/		07 30 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	07 16 2014 12:00AM	網路	杏昌生技股份有限公司	輔導結案	
「"Keystone凱石" GENESISB人工植牙係列（衛署醫器輸字第025039號）」	杏昌生技股份有限公司/		07 26 2014 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	07 21 2014 12:00AM	網路	杏昌生技股份有限公司	輔導結案	
「奧克拉日拋型軟性隱形眼鏡（衛署藥輸字第019090號）、奧克拉睛潤日拋軟式隱形眼鏡（衛署藥輸字第023157號）	酷柏光學有限公司/					07 17 2014 12:00AM	網路	酷柏光學有限公司	輔導結案	
舒康 零重力3D氣壓按摩椅	台生健康實業股份有限公司/				未辦理查驗登記	05 26 2014 12:00AM	網路	台生健康實業股份有限公司	未違規結案	
【【Kinecare】日本Neoprene運動護腰帶 產後束腹雕塑束腰帶束腹帶瘦腰塑腰帶 另售護膝【1002】免運優惠中	黃寶樹/黃寶樹					05 27 2014 12:00AM	網路	露天拍賣	未違規結案	
(補貨中)溫度計 額溫槍 耳溫槍 紅外線溫度計 中文顯示 電子是溫度計 兒童專用 三色顯示 發燒	李維添/李維添				無照藥商	06 18 2014 12:00AM	網路		相關案件已處分	
【台製專利商品】魔幻遠紅外線熱敷三角巾/熱敷帶~市價1980超質體驗價1480 	許碧菁/許碧菁					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
【倒數3天 下殺! 】日本 超夯 瘦身 骨盆 調整型 緊身 減重 減肥 骨盆枕 神奇 瘦美人 塑身 訓練 瘦肚 瘦腹部 瘦腰 瘦手臂 比基尼	楊庭豪/楊庭豪					06 18 2014 12:00AM	網路	露天拍賣	輔導結案	
【開幕慶/29元】★溫蒂小舖★((女人我最大)) 推薦第3代升級正品懶人貼瘦身貼貼貼瘦減脂肪貼一包/10片(保存期限2017/01/31)	高心梅/高心梅		02 24 2015 12:00AM	藥事法第27條	無照藥商	06 18 2014 12:00AM	網路	露天拍賣	未違規結案	
[天然綠洲] 美國天然花草熱敷包 草本熱敷袋 [腰椎包] 微波加熱 超商取貨付款	侯斐禎/侯斐禎					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
[天然綠洲] 美國天然花草熱敷包 草本熱敷袋 [胸背舒壓包] 微波加熱 超商取貨付款	侯斐禎/侯斐禎					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
[天然綠洲] 美國天然花草熱敷包 草本熱敷袋 [舒腹包] 微波加熱 超商取貨付款	侯斐禎/侯斐禎					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
[天然綠洲] 美國天然花草熱敷包 草本熱敷袋 [肘膝包] 微波加熱 超商取付	侯斐禎/侯斐禎					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
[天然綠洲] 美國天然花草熱敷包 草本熱敷袋 [背脊包] 微波加熱 超商取付	侯斐禎/侯斐禎					06 16 2014 12:00AM	網路	YAHOO拍賣	輔導結案	
【金樂活】雙人床墊	零捌伍柒國際行銷有限公司/王麗冠		09  2 2015 12:00AM		廣告內容宣稱誇大療效	08  6 2014 12:00AM	網路	MOMO 富邦購物網	輔導結案	
溫度計 額溫槍 耳溫槍 紅外線溫度計 中文顯示 電子是溫度計 兒童專用 三色顯示 發燒	李維添/李維添				無照藥商	06 23 2014 12:00AM	網路		相關案件已處分	
3M 美國專業護具領導品牌FUTURO 醫療等級彈性襪-重度壓力緊緻型（褲襪款）S-L膚色	陳冠瑜/陳冠瑜				無照藥商	10  7 2014 12:00AM	網路	PC Home商店街	未違規結案	
"香柏樹"遠紅外線熱敷墊	仰正光國際有限公司/		01 15 2015 12:00AM	藥事法第66條第1項	廣告違規	11  5 2014 12:00AM	網路	仰正光國際有限公司	未違規結案	
OsteoSet代用骨骼	裕強生技股份有限公司/		04  7 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11  6 2014 12:00AM	網路	裕強生技股份有限公司	相關案件已處分	
「“瑞德”歐史特去礦物質化骨骼替代品（衛署醫器輸字第021701號）」	裕強生技股份有限公司/		04  7 2015 12:00AM	藥事法第66條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	11  7 2014 12:00AM	網路	裕強生技股份有限公司	未違規結案	
五瓶225元 免運 KY 潤滑液 50g 五支免運 DUREX 杜蕾斯潤滑液 熱感 冰涼 特級 櫻桃 蘆薈潤滑劑潤滑凝膠 KY 保險套	陳惠鈴/陳惠鈴					09 25 2014 12:00AM	網路	露天拍賣	輔導結案	
【炫3C】非接觸式 溫度計 三色背光 發燒提醒 額溫 耳溫 表面溫度 皆可測量 多功能 紅外線 電子溫度計 體溫 (E0061)	得翼科技有限公司/李唯任		01  5 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告	09 25 2014 12:00AM	網路	露天拍賣	未違規結案	
日本龍角散水蜜桃及省錢雜貨店.風二手助行器拐杖	羅福峯/				非藥商刊登或宣播藥物廣告	09 24 2014 12:00AM	網路	露天拍賣	未違規結案	
視全伊歐高透氣硬式隱形眼鏡	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 20 2014 12:00AM	網路	視全股份有限公司	輔導結案	
亨泰夜戴型角膜屈光塑型硬式隱形眼鏡	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 20 2014 12:00AM	網路	視全股份有限公司	輔導結案	
「視全愛克視歐高透氧硬式隱形眼鏡（衛署醫器製字第003579）	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 24 2014 12:00AM	網路	視全股份有限公司	輔導結案	
「亨泰高透氧愛視歐二硬式隱形眼鏡（衛署醫器製字第003649）	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 24 2014 12:00AM	網路	視全股份有限公司	輔導結案	
【船井醫卡】酸痛按摩樂舒強效組	昭和醫學有限公司/		12  2 2014 12:00AM		無	11 13 2014 12:00AM	網路	森森購物網		
亨泰艾曲高透氧硬式隱形眼鏡（Hiline H）（衛署醫器製字第003308號）	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 20 2014 12:00AM	網路	視全股份有限公司	輔導結案	
EZ-FIT易配視透氧硬式隱形眼鏡產品系列（衛署醫器製字第003288）	視全股份有限公司/		01  6 2015 12:00AM		廣告違規	11 21 2014 12:00AM	網路	視全股份有限公司	輔導結案	
嬌生ACUVUE MOIST超涵水每日拋隱形眼鏡 800度~免運	許愷妍/許愷妍					07 10 2014 12:00AM	網路	露天拍賣網	輔導結案	
詩立愛塑型線 (衛署醫器輸字第025329號)	順風美醫診所/		02 11 2015 12:00AM		無違規	11 27 2014 12:00AM	網路	http://www.justmake.info/surgery.php?sid=72	未違規結案	
詩立愛塑型線 (衛署醫器輸字第025329號)	信合美診所/		12 31 2014 12:00AM	藥事法第27條	無照藥商	11 27 2014 12:00AM	網路	http://www.shinnhomei.com.tw/beauty/server01_2.html	未違規結案	
ULTRA SKIN優塑音波拉皮	采榮股份有限公司/		03 19 2015 12:00AM	藥事法第66條第1項	廣告違規	12  8 2014 12:00AM	網路	君綺診所	未違規結案	
工廠代購Benice 爆脂機 瘦身利器 瘦腿瘦腰/按摩 推脂 爆脂 瘦臉瘦腿 塑身 按摩機	陳瑾誼/陳瑾誼		02 13 2015 12:00AM		廣告違規	12  2 2014 12:00AM	網路	露天拍賣	輔導結案	
美瞳shop隱形眼鏡	俞丹丹/		01  5 2015 12:00AM	第84條	不良醫療器材	08 26 2014 12:00AM	網路	臉書	未違規結案	
【588小舖】日本帶回～小林製藥～液體絆創膏 防水OK繃	鄭佳渝/		01 16 2015 12:00AM	藥事法第27條藥事法第40條第1項	查受裁處人鄭佳渝未向中央衛生主管機關申請查驗登記，擅自於網站（網址：http://goods.ruten.com.tw/item/show?21447764516467，賣家「lianna0930」），刊登販售「小林製藥～液體絆創膏 防水OK繃」產品，案經花蓮縣衛生局103年12月15日花衛藥食字第1030030854號函移本局處辦。無照藥商	12  1 2014 12:00AM	網路	露天拍賣	未違規結案	
ROIHI-TSUBOKO 156枚大含運370	蘇琬晴/		01 13 2015 12:00AM		無照藥商網路刊登販售「ROIHI-TSUBOKO 156枚大含運370」醫療器材	12  1 2014 12:00AM	網路	露天拍賣	輔導結案	
三層式不織布口罩50入 (台灣製造) 醫療專用 一分錢一分貨	葉立宸/		01 16 2015 12:00AM		廣告違規	12  3 2014 12:00AM	網路	露天拍賣	輔導結案	
MYMI ~3D瘦腿貼大肚貼瘦胳膊瘦臉貼	賴歆彤/無		03  2 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	12 24 2014 12:00AM	網路	YAH00!奇摩拍賣	未違規結案	
OWNDAYS鏡片(薄型非球面鏡片、漸進多焦點鏡片、偏光鏡片)	恩戴適股份有限公司 /		01 27 2015 12:00AM	藥事法第66條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	12 27 2014 12:00AM	網路	OWNDAYS	未違規結案	
超前預防醫學穿戴式裝置	意象廣告社/	台北市	01 28 2016 12:00AM		刊播未申請核准之廣告	04 13 2015 12:00AM	平面媒體	蘋果日報	輔導結案	
金舒毯 毯被	零捌伍柒國際行銷有限公司/	台北市	08 12 2015 12:00AM		廣告內容宣稱誇大療效	04 16 2015 12:00AM	平面媒體	蘋果日報	輔導結案	
博士倫 舒視能每日拋棄式隱形眼鏡	博士倫/	台北市	08 17 2015 12:00AM		廣告違規	05 28 2015 12:00AM	平面媒體	壹週刊	輔導結案	
博士倫 舒視能每日拋棄式隱形眼鏡	博士倫股份有限公司/	台北市	08 17 2015 12:00AM		廣告違規	06  4 2015 12:00AM	平面媒體	壹週刊	輔導結案	
博士倫 舒視能每日拋棄式隱形眼鏡	博士倫股份有限公司/	台北市	08 17 2015 12:00AM		廣告違規	06 11 2015 12:00AM	平面媒體	壹週刊	輔導結案	
靈諾克洗鼻器(未滅菌)	中連德企業有限公司/	台北市	05 12 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	12 29 2015 12:00AM	平面媒體	經濟日報	輔導結案	
元氣活現元氣毯	環海生物科技股份有限公司/	臺北市	09 22 2015 12:00AM	藥事法第65條	非藥商刊登或宣播藥物廣告	01  5 2015 12:00AM	平面媒體	中國時報	未違規結案	
元氣活現元氣毯	環海生物科技股份有限公司/	臺北市	09 22 2015 12:00AM	藥事法第65條	非藥商刊登或宣播藥物廣告	01  5 2015 12:00AM	平面媒體	蘋果日報	未違規結案	
元氣活現元氣毯	環海生物科技股份有限公司/	臺北市	09 22 2015 12:00AM	藥事法第65條	非藥商刊登或宣播藥物廣告	01  7 2015 12:00AM	平面媒體	自	未違規結案	
元氣活現元氣毯	環海生物科技股份有限公司/	臺北市	03  4 2016 12:00AM		廣告內容誇大不實	01 22 2015 12:00AM	平面媒體	中國時報	相關案件已處分	
元氣活現能量毯	環海生物科技股份有限公司/	新北市	09 22 2015 12:00AM	藥事法第65條	非藥商刊登或宣播藥物廣告	01 22 2015 12:00AM	平面媒體	聯合報	未違規結案	
彩韻每日拋棄式彩色軟性隱形眼鏡	中國時報文化事業股份有限公司/蔡衍明	臺北市	05 12 2015 12:00AM		無違規	01 22 2015 12:00AM	平面媒體	中國時報	未違規結案	
ULTHERA超音波拉提	凱洛創新股份有限公司/	臺北市	05  8 2015 12:00AM		廣告違規	01 28 2015 12:00AM	平面媒體	蘋果日報	輔導結案	
ULTHERA極線音波拉提	凱洛創新股份有限公司/	臺北市	05  8 2015 12:00AM		廣告違規	02  4 2015 12:00AM	平面媒體	蘋果日報	輔導結案	
瑞特GM720 All-in-One血糖機（中市衛器廣字10305068號）	杏一醫療用品股份有限公司/	桃園市	03 19 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	03  8 2015 12:00AM	平面媒體	杏一健康消費情報誌	輔導結案	
海昌抗UV日拋隱形眼鏡	永勝光學股份有限公司/	臺北市	04 30 2015 12:00AM		傳播業者刊登或宣播未經核准之藥物廣告	03 19 2015 12:00AM	平面媒體	自由時報	輔導結案	
英諾華隱形眼鏡	英諾華科技股份有限公司/	臺北市	05  8 2015 12:00AM		無違規	03 17 2015 12:00AM	平面媒體	康是美	未違規結案	
愛能視日拋棄式軟性隱形眼鏡	精能光學股份有限公司/	臺北市	05  8 2015 12:00AM		無違規	03 17 2015 12:00AM	平面媒體	康是美	未違規結案	
遠紅外線溫炙按摩棒	元聖美容事業有限公司/	臺北市	04 28 2016 12:00AM		廣告內容宣稱誇大療效	03 31 2015 12:00AM	平面媒體	150 德國專業美容世界中文版	輔導結案	
加美彩色拋棄式軟性隱形眼鏡等4項隱形眼鏡	加美光學股份有限公司/	新北市	04 14 2015 12:00AM		無違規	01 24 2015 12:00AM	平面媒體	加美光學股份有限公司	未違規結案	
愛妥麗保濕敷料	新加坡商美納里尼醫藥有限公司台灣分公司/	臺北市	05 26 2015 12:00AM		廣告違規	04 22 2015 12:00AM	平面媒體	維康型錄	輔導結案	
快速驗孕檢驗試劑及快速驗排卵檢驗卡	富聖國際貿易有限公司/	臺北市	06  2 2015 12:00AM		廣告違規	05  2 2015 12:00AM	平面媒體	屈臣氏	輔導結案	
喜樂健遠紅外線醫療床	台灣喜樂健股份有限公司/	臺北市	06 15 2015 12:00AM		廣告違規	04 29 2015 12:00AM	平面媒體	台灣喜樂健股份有限公司	輔導結案	
甲狀腺結節電腦輔助偵測診斷軟體	安克生醫股份有限公司/	臺北市	12 17 2015 12:00AM	藥事法第66條第1項	刊播未申請核准之廣告	05 19 2015 12:00AM	平面媒體		未違規結案	
CaHA微粒子	杰崴創意工作室 /	臺北市	08  7 2015 12:00AM		無違規	06 18 2015 12:00AM	平面媒體	蘋果日報	未違規結案	
負離子健康養生儀	泳誠健康科技有限公司/杜稚囿	桃園市	07 27 2015 12:00AM	藥事法第66條第1項	傳播業者刊登或宣播未經核准之藥物廣告	05  6 2015 12:00AM	平面媒體	泳誠健康科技有限公司自行印製	未違規結案	
貼片式電子按摩器+送16貼片 經絡理穴道電波按摩/瘦身放鬆舒壓 /肩頸腰腿酸痛按摩 父親節 母親節送禮首選	徐克涵/徐克涵		06  2 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	02  9 2015 12:00AM	網路	露天拍賣	未違規結案	
【尋寶購】(12入)真空拔罐器+拔罐槍+延長管+磁頭兩個/按摩刮痧/腰酸放血電療/適配器/1對2健康使者/頸椎牽引器推脂	陳杰炘/陳杰炘		07 11 2016 12:00AM		廣告內容宣稱療效	02  9 2015 12:00AM	網路	露天拍賣	輔導結案	
【尋寶購】(2015豪華款)X5倍瘦甩脂護腰帶雙紅外加熱/微電腦8模式/20磁石/經絡理療電療鞋/插針貼片電動去硬皮推脂	陳杰炘/陳杰炘		07 11 2016 12:00AM		廣告內容宣稱療效	02  9 2015 12:00AM	網路	露天拍賣	輔導結案	
【尋寶購】韓國進口不銹鋼放血筆/瀉血筆	陳杰炘/陳杰炘		07 11 2016 12:00AM		廣告內容宣稱療效	02  9 2015 12:00AM	網路	露天拍賣	輔導結案	
足弓鞋	一舫實業有限公司/		03  3 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	01 23 2015 12:00AM	網路	雅客足弓鞋官網	未違規結案	
足弓鞋	一舫實業有限公司/		03  3 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	01 29 2015 12:00AM	網路	雅客足弓鞋官網	未違規結案	
「（現貨）美皮豐疤痕護理用品（2014/12/31前接受信用卡依次付清）」、（網址http://goods.ruten.com.tw/item/show?21447782362871，網頁下載日期：103年11月24日）刊登販售「（現貨）美皮豐疤痕護理用品9*18」、（網址http://sites.google.com/site/liefers921/home，網頁下載日期：104年1月9日）刊登販售「美皮豐Mepiform」	黃惠霞/		03  5 2015 12:00AM	藥事法第27條	無照藥商	11 13 2014 12:00AM	網路	露天拍賣網站	未違規結案	
Mepiform美皮豐疤痕護理矽膠片	黃惠霞/		03  5 2015 12:00AM	藥事法第27條	無照藥商	01  7 2015 12:00AM	網路	露天拍賣網站	未違規結案	
睛靚抗UV非球面雙週拋隱形眼鏡6P（衛署醫器製字第003955號）	寶島光學科技股份有限公司/		05  7 2015 12:00AM	藥事法第66條第1項	廣告違規	02 17 2015 12:00AM	網路	寶島光學科技股份有限公司	未違規結案	
『睛靚抗UV日拋軟式隱形眼鏡30P（衛部醫器製字第004332號）	寶島光學科技股份有限公司/		05  7 2015 12:00AM	藥事法第66條第1項	廣告違規	02 12 2015 12:00AM	網路	寶島光學科技股份有限公司	未違規結案	
OPT隱形眼鏡	圓瑞國際股份有限公司/		05  1 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	02 25 2015 12:00AM	網路	NOWNEWS今日新聞	輔導結案	
「『旭昇』卡迪美思特親水性傷口敷料（滅菌）（衛署醫器輸壹字第012717號）	旭昇儀器有限公司/		04 23 2015 12:00AM	藥事法第66條第2項	廣告違規	01 20 2015 12:00AM	網路	旭昇儀器有限公司	未違規結案	
GH鈦能量護膝	柏拉圖國際有限公司/		04 14 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告	02 26 2015 12:00AM	網路	柏拉圖國際有限公司官網網站	未違規結案	
易立測GU型血糖/尿酸雙功能監測系統	聿新生物科技股份有限公司/		03 18 2015 12:00AM		無違規	02 16 2015 12:00AM	網路	聿新生物科技股份有限公司	未違規結案	
健康鞋墊,兒童矯正鞋墊,成人足弓墊	台灣冠廉實業有限公司/		03 24 2015 12:00AM		廣告違規	03  2 2015 12:00AM	網路	http://www.web66.com.tw/CW425/%E5%81%A5%E5%BA%B7%E9%9E%8B%	輔導結案	
足部壓力檢測機	台灣冠廉實業有限公司/		03 24 2015 12:00AM		廣告違規	03  2 2015 12:00AM	網路	http://www.web66.com.tw/CW358/%E8%B6%B3%E9%83%A8%E5%	輔導結案	
陽壓呼吸器	一祥醫療器材有限公司/吳美秀		04  8 2015 12:00AM	藥事法第27條第1項規定：「凡申請為藥商者，應申請直轄市或縣（市）衛生主管機關核准登記，繳納執照費，領得許可執照後，方准營業；其登記事項如有變更時，應辦理變更登記。」	受裁處公司一祥醫療器材有限公司（代表人：吳秀美）未經申請許可，擅自於網站（網址:http://www.web66.com.tw/CW995/%E9%99%BD%20%E5%A3%93%20%E5%91%BC%20%E5%90%B8%20%E5%99%A8-N995627.html，下載日期:104年03月02日、104年03月05日）刊登販售「陽壓呼吸器」產品，違反藥事法第27條第1項規定，案經本市前鎮區衛生所、小港區衛生所查獲函轉臺北市政府衛生局並以104年03月02日北市衛食藥字第10432540900號及104年3月17日北市衛食藥字第432754400號函移本局處辦。無照藥商	03  2 2015 12:00AM	網路	http://www.web66.com.tw/CW995/%E9%99%BD%20%E5%A	未違規結案	
製氧機 造氧	何瑞斌/		03 10 2015 12:00AM	藥事法第27條	非藥商刊登或宣播藥物廣告	01 29 2015 12:00AM	網路		未違規結案	
☆人氣王藥妝☆ Summer''s eve 舒摩兒陰道灌洗液-醋酸	邱曉婷/		04 10 2015 12:00AM	藥事法第27條	廣告內容誇大不實	01  6 2015 12:00AM	網路	露天拍賣	未違規結案	
舒摩兒陰道灌洗液	劉展銓/		04 10 2015 12:00AM		無照藥商非藥商刊登或宣播藥物廣告	01  6 2015 12:00AM	網路	露天拍賣	輔導結案	
美樂亞✿舒摩兒 陰道灌洗液	王心希/		03 11 2015 12:00AM		無違規	01  6 2015 12:00AM	網路	露天拍賣	未違規結案	
＊╮童妍館╭＊舒摩兒 陰道灌洗液	王彤心/		03 11 2015 12:00AM		無違規	01  6 2015 12:00AM	網路	露天拍賣	未違規結案	
【現貨】全新 日本小林退熱貼 16枚 190元	easyisok/林子淳		01 15 2016 12:00AM		無照藥商	10 14 2015 12:00AM	網路	露天	輔導結案	
日本原裝 史迪奇 冰涼貼 12枚入 退熱貼	love117701/楊慧玲		12 10 2015 12:00AM	藥事法第27條	無照藥商	10 14 2015 12:00AM	網路	露天	未違規結案	
全新《日本》退熱貼-蜜桃16枚入	love117701/楊慧玲		12 10 2015 12:00AM	藥事法第27條	無照藥商	10 14 2015 12:00AM	網路	露天	未違規結案	
日本原裝麵包超人 退熱貼 6枚入	love117701/楊慧玲		12 10 2015 12:00AM	藥事法第27條	無照藥商	10 14 2015 12:00AM	網路	露天	未違規結案	
保麗淨 假牙清潔錠 單錠販售	非廠商/陳淑君		12 11 2015 12:00AM	藥事法第27條	無照藥商	10 18 2015 12:00AM	網路	露天拍賣	未違規結案	
保麗淨假牙清潔禮盒保麗淨假牙黏稠劑	非廠商/葉築橋			藥事法第27條	無照藥商	10 18 2015 12:00AM	網路		未違規結案	
現貨】防水活動必備 日本 小林 液 體 絆 創 膏狀 保護 創絆瓶、【現貨新品】日本 皇漢堂 KAKANDO 便秘宿便 體內環保 400錠、免運活動**防水活動必備  日本樂敦  曼秀雷敦 液體 絆創 膏狀瓶	"非廠商"/邱倩如		12 22 2015 12:00AM	藥事法第27條	無照藥商	09  3 2015 12:00AM	網路	奇摩拍賣網路	未違規結案	
飛宜得凝膠(衛部醫器輸壹字第014688號)	新加坡商美納里尼醫藥有限公司/		12 17 2015 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	11 11 2015 12:00AM	網路	新加坡商美納里尼醫藥有限公司	輔導結案	
送禮小品~攜帶式小型低週波按摩機3台+2組貼片~免費運	孔凱君/		11 18 2015 12:00AM	藥事法第84條	未經核准擅自製造或輸入醫療器材、明知為未經核准擅自製造或輸入醫療器材而販賣、供應、運送、寄藏、牙保、轉讓或意圖販賣而陳列	10 13 2015 12:00AM	網路	露天拍賣網站	未違規結案	
飛宜得凝膠FAYD	新加坡商美納里尼醫藥有限公/		12 17 2015 12:00AM		刊播未申請核准之廣告	11 11 2015 12:00AM	網路	「MENARINI美納里尼	輔導結案	
德國品牌 假牙清潔錠(perlodent)	非廠商/孫有平		11 25 2015 12:00AM	藥事法第40條第1項	醫療器材未申請查驗登記	11  3 2015 12:00AM	網路		未違規結案	
【醫康生活家】軟背架 六條鐵 EB-510	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】3M Nexcare 自黏彈性繃帶	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】好輕鬆濕熱電毯	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】保爾多福醫療用貼布	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】舒達率 醫用大人口罩	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】士康洗鼻器	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
【醫康生活家】醫康退熱貼	富揚儀器有限公司/		11 20 2015 12:00AM	藥事法第66條第1項	廣告違規	06  2 2015 12:00AM	網路	Yahoo奇摩超級商城	未違規結案	
寶信小熊機-鼻道清潔器（吸鼻器）（衛部醫器製壹字第004902號）	雙寶醫療器材有限公司/		11 26 2015 12:00AM		廣告違規	11 16 2015 12:00AM	網路	雙寶醫療器材有限公司	輔導結案	
德國博依低週波治療儀 EM80 （衛署醫器輸字第020693號）	雙寶醫療器材有限公司/		11 26 2015 12:00AM		廣告違規	11 16 2015 12:00AM	網路	雙寶醫療器材有限公司	輔導結案	
德國博依噴霧治療器IH50 （衛署醫器輸字第021207號）	雙寶醫療器材有限公司/		11 26 2015 12:00AM		廣告違規	11 16 2015 12:00AM	網路	雙寶醫療器材有限公司	輔導結案	
【MagicPower】神奇能量熱敷帶（頸+膝+腰部)(衛部醫器陸輸壹字第002010號、衛部醫器陸輸壹字第002011號）	利得百貨有限公司/		04 13 2016 12:00AM		刊播未申請核准之廣告	10 28 2015 12:00AM	網路	PChome「商店街」	輔導結案	
「"昕琦" E視彩色季拋式軟性隱形眼鏡(衛署醫器製字第001027號)	昕琦科技股份有限公司/		01 21 2016 12:00AM		標示內容與規定不符	11 19 2015 12:00AM	網路	See Vision昕琦科技	相關案件已處分	
「"昕琦" E視彩色抗紫外線週拋式軟性隱形眼鏡(衛署醫器製字第001108號)	昕琦科技股份有限公司/		01 21 2016 12:00AM		標示內容與規定不符	11 18 2015 12:00AM	網路	See Vision昕琦科技	相關案件已處分	
“昕琦”彩色隱形眼鏡(衛署醫器製字第002943號)	昕琦科技股份有限公司/		01 21 2016 12:00AM		標示內容與規定不符	11 18 2015 12:00AM	網路	See Vision昕琦科技	相關案件已處分	
『cute』日本原裝 ROIHI TSUBOKO 貼布空盒樣本 溫感/涼感 156 枚入	非廠商/林江龍		05 23 2016 12:00AM	藥事法第27條	無照藥商	12 24 2015 12:00AM	網路	露天拍賣	未違規結案	
優惠 【中衛】醫療口罩(鬆緊式綠色) 醫療級口罩 中衛口罩 三層不織布口罩 一組8盒入 另有代購中衛 兒童口罩	非廠商/許瑞姿		04 14 2016 12:00AM	藥事法第27條	刊播未申請核准之廣告	12 25 2015 12:00AM	網路	露天拍賣	未違規結案	
醫療級過濾性纖維三層不織布	非廠商/林詠翔		05 23 2016 12:00AM		無照藥商	12 24 2015 12:00AM	網路	露天拍賣	輔導結案	
Panasonic EW-BW50-S 血壓計測試及維修(新品2400+50)	非廠商/邱正文		03  7 2016 12:00AM		無違規	12 28 2015 12:00AM	網路	露天拍賣	輔導結案	
2盒300 杜蕾斯綜合裝6入 超薄.螺紋.凸點	非廠商/陳紫瑄			藥事法第27條	無照藥商	12 31 2015 12:00AM	網路		未違規結案	
汗馬腿足溫熱器	億嘉國際有限公司/	臺北市	07 11 2016 12:00AM	藥事法第66條第2項	其刊登或宣播之廣告內容與原核准廣告內容不符	02 15 2016 12:00AM	平面媒體	momo購物	未違規結案	
安啟適 覆甲液	新加坡商美納里尼醫藥有限公司台灣分公司/	臺北市	03 18 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	02 15 2016 12:00AM	平面媒體	屈臣氏	輔導結案	
愛妥麗敷料	新加坡商美納里尼醫藥有限公司台灣分公司/	臺北市	03  8 2016 12:00AM		其刊登或宣播之廣告內容與原核准廣告內容不符	02  2 2016 12:00AM	平面媒體	維康醫療用品	輔導結案	
3M兒童醫用口罩	台灣明尼蘇達礦業製造股份有限公司/	臺北市	03 18 2016 12:00AM		刊播未申請核准之廣告	02  2 2016 12:00AM	平面媒體	維康醫療用品	輔導結案	
