標題,連結,發布日期
"105年1月6日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17604&t=s","2016-01-06"
"105年1月6日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17605&t=s","2016-01-06"
"105年1月8日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17607&t=s","2016-01-08"
"105年1月11日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17615&t=s","2016-01-11"
"105年1月12日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17622&t=s","2016-01-12"
"105年1月13日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17623&t=s","2016-01-13"
"105年1月14日-日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17627&t=s","2016-01-14"
"105年1月15日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17634&t=s","2016-01-15"
"105年1月18日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17706&t=s","2016-01-18"
"105年1月19日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17708&t=s","2016-01-19"
"105年1月20日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)9","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17710&t=s","2016-01-20"
"105年1月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17716&t=s","2016-01-21"
"105年1月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17722&t=s","2016-01-22"
"105年1月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17726&t=s","2016-01-25"
"105年1月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17736&t=s","2016-01-26"
"105年1月28日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17755&t=s","2016-01-28"
"105年1月29日日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17762&t=s","2016-01-29"
"105年1月30日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17764&t=s","2016-01-30"
"105年2月1日日本輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17769&t=s","2016-02-01"
"105年2月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17780&t=s","2016-02-02"
"105年2月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17817&t=s","2016-02-03"
"105年2月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17827&t=s","2016-02-04"
"105年2月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17835&t=s","2016-02-05"
"105年2月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17838&t=s","2016-02-15"
"105年2月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17840&t=s","2016-02-16"
"105年2月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17862&t=s","2016-02-17"
"105年2月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17876&t=s","2016-02-18"
"105年2月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17882&t=s","2016-02-19"
"105年2月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17887&t=s","2016-02-22"
"105年2月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17893&t=s","2016-02-23"
"105年2月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17899&t=s","2016-02-24"
"105年2月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17909&t=s","2016-02-26"
"105年3月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17917&t=s","2016-03-01"
"105年3月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17922&t=s","2016-03-02"
"105年3月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17930&t=s","2016-03-03"
"105年3月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17938&t=s","2016-03-04"
"105年3月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17944&t=s","2016-03-08"
"105年3月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17953&t=s","2016-03-08"
"105年3月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17957&t=s","2016-03-09"
"105年3月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17968&t=s","2016-03-10"
"105年3月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17971&t=s","2016-03-11"
"105年3月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17972&t=s","2016-03-14"
"105年3月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17975&t=s","2016-03-16"
"105年3月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17976&t=s","2016-03-16"
"105年3月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17979&t=s","2016-03-17"
"105年3月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17980&t=s","2016-03-18"
"105年3月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17981&t=s","2016-03-21"
"105年3月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17983&t=s","2016-03-22"
"105年3月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17988&t=s","2016-03-23"
"105年3月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17991&t=s","2016-03-24"
"105年3月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=17992&t=s","2016-03-25"
"105年3月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18005&t=s","2016-03-28"
"105年3月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18015&t=s","2016-03-29"
"105年3月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18018&t=s","2016-03-30"
"105年3月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18030&t=s","2016-03-31"
"105年4月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18037&t=s","2016-04-01"
"105年4月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18047&t=s","2016-04-07"
"105年4月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18052&t=s","2016-04-08"
"105年4月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18057&t=s","2016-04-11"
"105年4月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18064&t=s","2016-04-12"
"105年4月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18103&t=s","2016-04-13"
"105年4月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18118&t=s","2016-04-14"
"105年4月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18121&t=s","2016-04-15"
"105年4月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18126&t=s","2016-04-18"
"105年4月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18140&t=s","2016-04-19"
"105年4月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18143&t=s","2016-04-20"
"105年4月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18144&t=s","2016-04-21"
"105年4月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=18148&t=s","2016-04-22"
"105年4月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20156&t=s","2016-04-25"
"105年4月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20157&t=s","2016-04-26"
"105年4月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20160&t=s","2016-04-27"
"105年4月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20166&t=s","2016-04-28"
"105年5月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20182&t=s","2016-05-02"
"105年5月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20187&t=s","2016-05-03"
"105年5月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20188&t=s","2016-05-04"
"105年5月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20193&t=s","2016-05-05"
"105年5月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20195&t=s","2016-05-06"
"105年5月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20200&t=s","2016-05-09"
"105年5月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20201&t=s","2016-05-10"
"105年5月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20209&t=s","2016-05-11"
"105年5月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20215&t=s","2016-05-12"
"105年5月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20217&t=s","2016-05-13"
"105年5月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20221&t=s","2016-05-16"
"105年5月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20232&t=s","2016-05-17"
"105年5月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20236&t=s","2016-05-18"
"105年5月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20242&t=s","2016-05-19"
"105年5月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20248&t=s","2016-05-20"
"105年5月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20251&t=s","2016-05-23"
"105年5月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20255&t=s","2016-05-24"
"105年5月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20259&t=s","2016-05-25"
"105年5月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20268&t=s","2016-05-26"
"105年5月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20331&t=s","2016-05-27"
"105年5月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20332&t=s","2016-05-30"
"105年5月31日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20349&t=s","2016-05-31"
"105年6月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20355&t=s","2016-06-01"
"105年6月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20365&t=s","2016-06-02"
"105年6月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20368&t=s","2016-06-03"
"105年6月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20374&t=s","2016-06-04"
"105年6月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20385&t=s","2016-06-06"
"105年6月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20389&t=s","2016-06-07"
"105年6月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20393&t=s","2016-06-08"
"105年6月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20403&t=s","2016-06-13"
"105年6月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20411&t=s","2016-06-14"
"105年6月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20422&t=s","2016-06-15"
"105年6月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20427&t=s","2016-06-16"
"105年6月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20429&t=s","2016-06-17"
"105年6月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20439&t=s","2016-06-20"
"105年6月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20444&t=s","2016-06-21"
"105年6月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=20453&t=s","2016-06-22"
"105年6月23日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21455&t=s","2016-06-23"
"105年6月24日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21472&t=s","2016-06-24"
"105年6月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21476&t=s","2016-06-27"
"105年6月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21484&t=s","2016-06-28"
"105年6月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21486&t=s","2016-06-29"
"105年6月30日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21498&t=s","2016-06-30"
"105年7月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21508&t=s","2016-07-01"
"105年7月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21514&t=s","2016-07-04"
"105年7月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21520&t=s","2016-07-05"
"105年7月6日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21528&t=s","2016-07-06"
"105年7月7日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21536&t=s","2016-07-07"
"105年7月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21563&t=s","2016-07-11"
"105年7月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21567&t=s","2016-07-12"
"105年7月13日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21571&t=s","2016-07-13"
"105年7月14日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21575&t=s","2016-07-14"
"105年7月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21594&t=s","2016-07-15"
"105年7月18日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21596&t=s","2016-07-18"
"105年7月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21600&t=s","2016-07-19"
"105年7月20日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21609&t=s","2016-07-20"
"105年7月21日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21612&t=s","2016-07-21"
"105年7月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21615&t=s","2016-07-22"
"105年7月25日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21617&t=s","2016-07-25"
"105年7月26日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21621&t=s","2016-07-26"
"105年7月27日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21623&t=s","2016-07-27"
"105年7月28日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21629&t=s","2016-07-28"
"105年7月29日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21634&t=s","2016-07-29"
"105年8月1日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21635&t=s","2016-08-01"
"105年8月2日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21641&t=s","2016-08-02"
"105年8月3日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21651&t=s","2016-08-03"
"105年8月4日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21654&t=s","2016-08-04"
"105年8月5日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21656&t=s","2016-08-05"
"105年8月8日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21661&t=s","2016-08-08"
"105年8月9日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21668&t=s","2016-08-09"
"105年8月10日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21671&t=s","2016-08-10"
"105年8月11日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21672&t=s","2016-08-11"
"105年8月12日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21680&t=s","2016-08-12"
"105年8月15日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21681&t=s","2016-08-15"
"105年8月16日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21683&t=s","2016-08-16"
"105年8月17日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21687&t=s","2016-08-17"
"105年8月19日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21697&t=s","2016-08-19"
"105年8月22日輸入食品輻射檢測結果(採樣單位：衛生福利部食品藥物管理署)","http://www.fda.gov.tw/tc/includes/GetFile.ashx?mid=133&id=21700&t=s","2016-08-22"
